Date,County,Precip
2019-01,Los Angeles,5.64
2019-02,Los Angeles,6.38
2019-03,Los Angeles,2.65
2019-04,Los Angeles,0.14
2019-05,Los Angeles,1.19
2019-06,Los Angeles,0.03
2019-07,Los Angeles,0.01
2019-08,Los Angeles,0.0
2019-09,Los Angeles,0.04
2019-10,Los Angeles,0.0
2019-11,Los Angeles,2.36
2019-12,Los Angeles,4.96
2020-01,Los Angeles,0.24
2020-02,Los Angeles,0.14
2020-03,Los Angeles,4.9
2020-04,Los Angeles,3.81
2020-05,Los Angeles,0.16
2020-06,Los Angeles,0.01
2020-07,Los Angeles,0.0
2020-08,Los Angeles,0.02
2020-09,Los Angeles,0.0
2020-10,Los Angeles,0.01
2020-11,Los Angeles,0.22
2020-12,Los Angeles,1.38
2021-01,Los Angeles,2.0
2021-02,Los Angeles,0.04
2021-03,Los Angeles,1.07
2021-04,Los Angeles,0.04
2021-05,Los Angeles,0.02
2021-06,Los Angeles,0.0
2021-07,Los Angeles,0.08
2021-08,Los Angeles,0.02
2021-09,Los Angeles,0.01
2021-10,Los Angeles,0.73
2013-01,Madera,1.13
2013-02,Madera,0.79
2013-03,Madera,1.19
2013-04,Madera,0.87
2013-05,Madera,0.44
2013-06,Madera,0.05
2013-07,Madera,0.13
2013-08,Madera,0.07
2013-09,Madera,0.28
2013-10,Madera,0.4
2013-11,Madera,0.58
2013-12,Madera,0.71
2014-01,Madera,0.92
2014-02,Madera,2.87
2014-03,Madera,1.94
2014-04,Madera,1.59
2014-05,Madera,0.24
2014-06,Madera,0.02
2014-07,Madera,0.21
2014-08,Madera,0.12
2014-09,Madera,0.47
2014-10,Madera,0.14
2014-11,Madera,1.39
2014-12,Madera,4.05
2015-01,Madera,0.16
2015-02,Madera,1.82
2015-03,Madera,0.25
2015-04,Madera,1.69
2015-05,Madera,0.91
2015-06,Madera,0.14
2015-07,Madera,0.51
2015-08,Madera,0.02
2015-09,Madera,0.28
2015-10,Madera,1.22
2015-11,Madera,3.05
2015-12,Madera,4.37
2016-01,Madera,6.12
2016-02,Madera,1.13
2016-03,Madera,4.57
2016-04,Madera,2.53
2016-05,Madera,0.63
2016-06,Madera,0.23
2016-07,Madera,0.02
2016-08,Madera,0.01
2016-09,Madera,0.08
2016-10,Madera,2.44
2016-11,Madera,1.71
2016-12,Madera,4.61
2017-01,Madera,11.94
2017-02,Madera,8.14
2017-03,Madera,2.34
2017-04,Madera,3.25
2017-05,Madera,0.33
2017-06,Madera,0.14
2017-07,Madera,0.0
2017-08,Madera,0.44
2017-09,Madera,0.78
2017-10,Madera,0.21
2017-11,Madera,2.03
2017-12,Madera,0.16
2018-01,Madera,2.56
2018-02,Madera,0.59
2018-03,Madera,8.71
2018-04,Madera,2.18
2018-05,Madera,0.37
2018-06,Madera,0.0
2018-07,Madera,0.11
2018-08,Madera,0.01
2018-09,Madera,0.05
2018-10,Madera,0.5
2018-11,Madera,4.2
2018-12,Madera,1.44
2019-01,Madera,4.9
2019-02,Madera,6.9
2019-03,Madera,4.19
2019-04,Madera,0.86
2019-05,Madera,3.63
2019-06,Madera,0.12
2019-07,Madera,0.09
2019-08,Madera,0.0
2019-09,Madera,0.04
2019-10,Madera,0.01
2019-11,Madera,1.2
2019-12,Madera,3.36
2020-01,Madera,0.92
2020-02,Madera,0.1
2020-03,Madera,3.37
2020-04,Madera,3.09
2020-05,Madera,0.67
2020-06,Madera,0.11
2020-07,Madera,0.02
2020-08,Madera,0.07
2020-09,Madera,0.02
2020-10,Madera,0.0
2020-11,Madera,1.07
2020-12,Madera,1.62
2021-01,Madera,4.19
2021-02,Madera,0.65
2021-03,Madera,1.73
2021-04,Madera,0.29
2021-05,Madera,0.13
2021-06,Madera,0.08
2021-07,Madera,0.2
2021-08,Madera,0.3
2021-09,Madera,0.05
2021-10,Madera,2.94
2013-01,Marin,0.9
2013-02,Marin,0.53
2013-03,Marin,1.3
2013-04,Marin,1.52
2013-05,Marin,0.16
2013-06,Marin,0.95
2013-07,Marin,0.01
2013-08,Marin,0.05
2013-09,Marin,0.66
2013-10,Marin,0.0
2013-11,Marin,1.74
2013-12,Marin,0.58
2014-01,Marin,0.1
2014-02,Marin,11.33
2014-03,Marin,4.09
2014-04,Marin,2.05
2014-05,Marin,0.09
2014-06,Marin,0.01
2014-07,Marin,0.05
2014-08,Marin,0.09
2014-09,Marin,0.52
2014-10,Marin,0.9
2014-11,Marin,3.81
2014-12,Marin,17.2
2015-01,Marin,0.05
2015-02,Marin,3.53
2015-03,Marin,0.26
2015-04,Marin,1.88
2015-05,Marin,0.12
2015-06,Marin,0.27
2015-07,Marin,0.07
2015-08,Marin,0.03
2015-09,Marin,0.27
2015-10,Marin,0.06
2015-11,Marin,1.84
2015-12,Marin,7.55
2016-01,Marin,10.73
2016-02,Marin,1.17
2016-03,Marin,9.7
2016-04,Marin,1.51
2016-05,Marin,0.22
2016-06,Marin,0.03
2016-07,Marin,0.0
2016-08,Marin,0.01
2016-09,Marin,0.0
2016-10,Marin,6.33
2016-11,Marin,4.04
2016-12,Marin,7.07
2017-01,Marin,17.01
2017-02,Marin,13.84
2017-03,Marin,4.45
2017-04,Marin,4.65
2017-05,Marin,0.07
2017-06,Marin,0.3
2017-07,Marin,0.0
2017-08,Marin,0.0
2017-09,Marin,0.1
2017-10,Marin,0.24
2017-11,Marin,5.1
2017-12,Marin,0.09
2018-01,Marin,6.77
2018-02,Marin,0.37
2018-03,Marin,8.32
2018-04,Marin,5.04
2018-05,Marin,0.13
2018-06,Marin,0.0
2018-07,Marin,0.0
2018-08,Marin,0.02
2018-09,Marin,0.02
2018-10,Marin,1.29
2018-11,Marin,5.19
2018-12,Marin,3.34
2019-01,Marin,7.95
2019-02,Marin,15.07
2019-03,Marin,7.21
2019-04,Marin,1.13
2019-05,Marin,3.56
2019-06,Marin,0.01
2019-07,Marin,0.0
2019-08,Marin,0.0
2019-09,Marin,0.1
2019-10,Marin,0.02
2019-11,Marin,1.53
2019-12,Marin,10.12
2020-01,Marin,3.56
2020-02,Marin,0.0
2020-03,Marin,2.16
2020-04,Marin,1.47
2020-05,Marin,1.24
2020-06,Marin,0.0
2020-07,Marin,0.01
2020-08,Marin,0.25
2020-09,Marin,0.0
2020-10,Marin,0.01
2020-11,Marin,1.54
2020-12,Marin,2.83
2021-01,Marin,4.1
2021-02,Marin,1.44
2021-03,Marin,2.18
2021-04,Marin,0.09
2021-05,Marin,0.0
2021-06,Marin,0.01
2021-07,Marin,0.0
2021-08,Marin,0.01
2021-09,Marin,0.07
2021-10,Marin,8.98
2013-01,Mariposa,1.09
2013-02,Mariposa,0.76
2013-03,Mariposa,2.03
2013-04,Mariposa,1.14
2013-05,Mariposa,1.04
2013-06,Mariposa,0.12
2013-07,Mariposa,0.12
2013-08,Mariposa,0.02
2013-09,Mariposa,0.33
2013-10,Mariposa,0.7
2013-11,Mariposa,1.08
2013-12,Mariposa,0.96
2014-01,Mariposa,1.43
2014-02,Mariposa,3.9
2014-03,Mariposa,3.06
2014-04,Mariposa,2.01
2014-05,Mariposa,0.39
2014-06,Mariposa,0.05
2014-07,Mariposa,0.31
2014-08,Mariposa,0.08
2014-09,Mariposa,0.68
2014-10,Mariposa,0.12
2014-11,Mariposa,2.16
2014-12,Mariposa,5.25
2015-01,Mariposa,0.13
2015-02,Mariposa,2.46
2015-03,Mariposa,0.38
2015-04,Mariposa,2.11
2015-05,Mariposa,1.26
2015-06,Mariposa,0.23
2015-07,Mariposa,0.66
2015-08,Mariposa,0.02
2015-09,Mariposa,0.13
2015-10,Mariposa,1.72
2015-11,Mariposa,4.23
2015-12,Mariposa,6.67
2016-01,Mariposa,8.08
2016-02,Mariposa,1.39
2016-03,Mariposa,7.28
2016-04,Mariposa,3.31
2016-05,Mariposa,0.8
2016-06,Mariposa,0.18
2016-07,Mariposa,0.01
2016-08,Mariposa,0.0
2016-09,Mariposa,0.05
2016-10,Mariposa,4.5
2016-11,Mariposa,2.28
2016-12,Mariposa,6.82
2017-01,Mariposa,14.89
2017-02,Mariposa,11.57
2017-03,Mariposa,4.14
2017-04,Mariposa,4.76
2017-05,Mariposa,0.45
2017-06,Mariposa,0.29
2017-07,Mariposa,0.0
2017-08,Mariposa,0.5
2017-09,Mariposa,0.91
2017-10,Mariposa,0.4
2017-11,Mariposa,3.79
2017-12,Mariposa,0.29
2018-01,Mariposa,3.75
2018-02,Mariposa,0.91
2018-03,Mariposa,11.99
2018-04,Mariposa,3.4
2018-05,Mariposa,0.55
2018-06,Mariposa,0.0
2018-07,Mariposa,0.06
2018-08,Mariposa,0.01
2018-09,Mariposa,0.08
2018-10,Mariposa,0.87
2018-11,Mariposa,6.12
2018-12,Mariposa,2.43
2019-01,Mariposa,6.52
2019-02,Mariposa,11.35
2019-03,Mariposa,6.03
2019-04,Mariposa,1.18
2019-05,Mariposa,4.72
2019-06,Mariposa,0.17
2019-07,Mariposa,0.05
2019-08,Mariposa,0.0
2019-09,Mariposa,0.23
2019-10,Mariposa,0.02
2019-11,Mariposa,1.69
2019-12,Mariposa,6.1
2020-01,Mariposa,1.36
2020-02,Mariposa,0.1
2020-03,Mariposa,4.52
2020-04,Mariposa,3.45
2020-05,Mariposa,1.83
2020-06,Mariposa,0.1
2020-07,Mariposa,0.02
2020-08,Mariposa,0.04
2020-09,Mariposa,0.04
2020-10,Mariposa,0.0
2020-11,Mariposa,1.6
2020-12,Mariposa,2.72
2021-01,Mariposa,5.03
2021-02,Mariposa,1.43
2021-03,Mariposa,2.29
2021-04,Mariposa,0.55
2021-05,Mariposa,0.18
2021-06,Mariposa,0.19
2021-07,Mariposa,0.2
2021-08,Mariposa,0.24
2021-09,Mariposa,0.02
2021-10,Mariposa,4.52
2013-01,Mendocino,2.06
2013-02,Mendocino,1.1
2013-03,Mendocino,3.63
2013-04,Mendocino,2.18
2013-05,Mendocino,0.64
2013-06,Mendocino,1.33
2013-07,Mendocino,0.08
2013-08,Mendocino,0.06
2013-09,Mendocino,1.7
2013-10,Mendocino,0.01
2013-11,Mendocino,1.9
2013-12,Mendocino,0.81
2014-01,Mendocino,0.88
2014-02,Mendocino,11.76
2014-03,Mendocino,10.79
2014-04,Mendocino,2.09
2014-05,Mendocino,0.18
2014-06,Mendocino,0.04
2014-07,Mendocino,0.0
2014-08,Mendocino,0.18
2014-09,Mendocino,1.41
2014-10,Mendocino,3.19
2014-11,Mendocino,6.67
2014-12,Mendocino,18.24
2015-01,Mendocino,1.04
2015-02,Mendocino,7.23
2015-03,Mendocino,1.28
2015-04,Mendocino,3.08
2015-05,Mendocino,0.27
2015-06,Mendocino,0.07
2015-07,Mendocino,0.24
2015-08,Mendocino,0.25
2015-09,Mendocino,0.93
2015-10,Mendocino,0.3
2015-11,Mendocino,3.54
2015-12,Mendocino,17.19
2016-01,Mendocino,16.86
2016-02,Mendocino,2.85
2016-03,Mendocino,15.39
2016-04,Mendocino,2.04
2016-05,Mendocino,1.12
2016-06,Mendocino,0.46
2016-07,Mendocino,0.01
2016-08,Mendocino,0.01
2016-09,Mendocino,0.02
2016-10,Mendocino,9.32
2016-11,Mendocino,7.65
2016-12,Mendocino,10.19
2017-01,Mendocino,20.27
2017-02,Mendocino,17.66
2017-03,Mendocino,6.24
2017-04,Mendocino,5.88
2017-05,Mendocino,0.27
2017-06,Mendocino,0.26
2017-07,Mendocino,0.01
2017-08,Mendocino,0.01
2017-09,Mendocino,0.21
2017-10,Mendocino,0.86
2017-11,Mendocino,8.68
2017-12,Mendocino,0.69
2018-01,Mendocino,9.85
2018-02,Mendocino,0.89
2018-03,Mendocino,8.64
2018-04,Mendocino,7.38
2018-05,Mendocino,0.42
2018-06,Mendocino,0.1
2018-07,Mendocino,0.01
2018-08,Mendocino,0.01
2018-09,Mendocino,0.22
2018-10,Mendocino,1.59
2018-11,Mendocino,6.32
2018-12,Mendocino,6.29
2019-01,Mendocino,11.31
2019-02,Mendocino,20.92
2019-03,Mendocino,9.87
2019-04,Mendocino,2.22
2019-05,Mendocino,5.34
2019-06,Mendocino,0.02
2019-07,Mendocino,0.01
2019-08,Mendocino,0.35
2019-09,Mendocino,0.71
2019-10,Mendocino,0.37
2019-11,Mendocino,2.11
2019-12,Mendocino,9.17
2020-01,Mendocino,7.39
2020-02,Mendocino,0.08
2020-03,Mendocino,2.81
2020-04,Mendocino,1.57
2020-05,Mendocino,2.64
2020-06,Mendocino,0.07
2020-07,Mendocino,0.01
2020-08,Mendocino,0.3
2020-09,Mendocino,0.13
2020-10,Mendocino,0.1
2020-11,Mendocino,2.57
2020-12,Mendocino,4.44
2021-01,Mendocino,7.81
2021-02,Mendocino,4.16
2021-03,Mendocino,3.76
2021-04,Mendocino,0.72
2021-05,Mendocino,0.05
2021-06,Mendocino,0.24
2021-07,Mendocino,0.01
2021-08,Mendocino,0.03
2021-09,Mendocino,0.58
2021-10,Mendocino,10.74
2013-01,Merced,1.05
2013-02,Merced,0.35
2013-03,Merced,0.58
2013-04,Merced,0.41
2013-05,Merced,0.09
2013-06,Merced,0.05
2013-07,Merced,0.0
2013-08,Merced,0.0
2013-09,Merced,0.03
2013-10,Merced,0.05
2013-11,Merced,0.58
2013-12,Merced,0.31
2014-01,Merced,0.39
2014-02,Merced,1.95
2014-03,Merced,1.43
2014-04,Merced,0.63
2014-05,Merced,0.02
2014-06,Merced,0.0
2014-07,Merced,0.0
2014-08,Merced,0.0
2014-09,Merced,0.05
2014-10,Merced,0.26
2014-11,Merced,1.24
2014-12,Merced,4.15
2015-01,Merced,0.02
2015-02,Merced,1.2
2015-03,Merced,0.21
2015-04,Merced,0.66
2015-05,Merced,0.34
2015-06,Merced,0.0
2015-07,Merced,0.01
2015-08,Merced,0.03
2015-09,Merced,0.01
2015-10,Merced,0.42
2015-11,Merced,2.34
2015-12,Merced,1.74
2016-01,Merced,4.66
2016-02,Merced,0.42
2016-03,Merced,3.06
2016-04,Merced,1.79
2016-05,Merced,0.39
2016-06,Merced,0.0
2016-07,Merced,0.0
2016-08,Merced,0.0
2016-09,Merced,0.0
2016-10,Merced,1.63
2016-11,Merced,0.8
2016-12,Merced,1.71
2017-01,Merced,5.81
2017-02,Merced,3.73
2017-03,Merced,1.39
2017-04,Merced,1.02
2017-05,Merced,0.12
2017-06,Merced,0.02
2017-07,Merced,0.0
2017-08,Merced,0.0
2017-09,Merced,0.03
2017-10,Merced,0.12
2017-11,Merced,0.7
2017-12,Merced,0.08
2018-01,Merced,2.2
2018-02,Merced,0.37
2018-03,Merced,3.1
2018-04,Merced,1.06
2018-05,Merced,0.07
2018-06,Merced,0.0
2018-07,Merced,0.0
2018-08,Merced,0.0
2018-09,Merced,0.0
2018-10,Merced,0.05
2018-11,Merced,2.28
2018-12,Merced,1.37
2019-01,Merced,2.3
2019-02,Merced,3.59
2019-03,Merced,2.17
2019-04,Merced,0.12
2019-05,Merced,1.37
2019-06,Merced,0.0
2019-07,Merced,0.0
2019-08,Merced,0.0
2019-09,Merced,0.03
2019-10,Merced,0.0
2019-11,Merced,0.69
2019-12,Merced,3.58
2020-01,Merced,0.67
2020-02,Merced,0.0
2020-03,Merced,2.09
2020-04,Merced,1.14
2020-05,Merced,0.22
2020-06,Merced,0.0
2020-07,Merced,0.0
2020-08,Merced,0.0
2020-09,Merced,0.0
2020-10,Merced,0.0
2020-11,Merced,0.61
2020-12,Merced,1.04
2021-01,Merced,3.52
2021-02,Merced,0.32
2021-03,Merced,0.88
2021-04,Merced,0.02
2021-05,Merced,0.0
2021-06,Merced,0.0
2021-07,Merced,0.0
2021-08,Merced,0.0
2021-09,Merced,0.0
2021-10,Merced,1.6
2013-01,Modoc,1.27
2013-02,Modoc,0.62
2013-03,Modoc,0.62
2013-04,Modoc,1.54
2013-05,Modoc,2.11
2013-06,Modoc,0.92
2013-07,Modoc,0.32
2013-08,Modoc,0.6
2013-09,Modoc,1.28
2013-10,Modoc,0.35
2013-11,Modoc,0.75
2013-12,Modoc,0.43
2014-01,Modoc,0.51
2014-02,Modoc,2.87
2014-03,Modoc,3.49
2014-04,Modoc,1.1
2014-05,Modoc,0.89
2014-06,Modoc,0.47
2014-07,Modoc,0.29
2014-08,Modoc,0.54
2014-09,Modoc,0.44
2014-10,Modoc,1.9
2014-11,Modoc,2.08
2014-12,Modoc,3.63
2015-01,Modoc,0.39
2015-02,Modoc,1.66
2015-03,Modoc,1.06
2015-04,Modoc,0.77
2015-05,Modoc,2.72
2015-06,Modoc,0.54
2015-07,Modoc,1.32
2015-08,Modoc,0.12
2015-09,Modoc,0.62
2015-10,Modoc,0.91
2015-11,Modoc,1.64
2015-12,Modoc,5.1
2016-01,Modoc,3.95
2016-02,Modoc,0.89
2016-03,Modoc,2.8
2016-04,Modoc,1.3
2016-05,Modoc,2.12
2016-06,Modoc,0.85
2016-07,Modoc,0.11
2016-08,Modoc,0.02
2016-09,Modoc,0.07
2016-10,Modoc,2.61
2016-11,Modoc,1.19
2016-12,Modoc,3.26
2017-01,Modoc,4.59
2017-02,Modoc,4.44
2017-03,Modoc,2.19
2017-04,Modoc,2.51
2017-05,Modoc,0.62
2017-06,Modoc,0.96
2017-07,Modoc,0.42
2017-08,Modoc,0.49
2017-09,Modoc,0.52
2017-10,Modoc,0.73
2017-11,Modoc,3.13
2017-12,Modoc,0.52
2018-01,Modoc,2.01
2018-02,Modoc,0.95
2018-03,Modoc,2.71
2018-04,Modoc,3.1
2018-05,Modoc,2.65
2018-06,Modoc,0.44
2018-07,Modoc,0.14
2018-08,Modoc,0.02
2018-09,Modoc,0.06
2018-10,Modoc,1.25
2018-11,Modoc,1.82
2018-12,Modoc,2.14
2019-01,Modoc,3.18
2019-02,Modoc,4.27
2019-03,Modoc,2.53
2019-04,Modoc,2.64
2019-05,Modoc,2.79
2019-06,Modoc,0.18
2019-07,Modoc,0.02
2019-08,Modoc,0.36
2019-09,Modoc,1.81
2019-10,Modoc,0.46
2019-11,Modoc,0.38
2019-12,Modoc,2.6
2020-01,Modoc,3.53
2020-02,Modoc,0.3
2020-03,Modoc,2.22
2020-04,Modoc,0.67
2020-05,Modoc,1.7
2020-06,Modoc,0.78
2020-07,Modoc,0.06
2020-08,Modoc,0.14
2020-09,Modoc,0.02
2020-10,Modoc,0.23
2020-11,Modoc,1.63
2020-12,Modoc,1.64
2021-01,Modoc,1.59
2021-02,Modoc,1.98
2021-03,Modoc,1.02
2021-04,Modoc,0.74
2021-05,Modoc,0.39
2021-06,Modoc,0.21
2021-07,Modoc,0.08
2021-08,Modoc,0.06
2021-09,Modoc,1.66
2021-10,Modoc,2.88
2013-01,Mono,0.39
2013-02,Mono,0.17
2013-03,Mono,0.58
2013-04,Mono,0.5
2013-05,Mono,0.82
2013-06,Mono,0.08
2013-07,Mono,0.89
2013-08,Mono,0.48
2013-09,Mono,0.56
2013-10,Mono,0.57
2013-11,Mono,0.32
2013-12,Mono,0.72
2014-01,Mono,1.08
2014-02,Mono,2.2
2014-03,Mono,1.23
2014-04,Mono,0.5
2014-05,Mono,0.86
2014-06,Mono,0.04
2014-07,Mono,1.0
2014-08,Mono,0.94
2014-09,Mono,0.59
2014-10,Mono,0.06
2014-11,Mono,0.6
2014-12,Mono,1.58
2015-01,Mono,0.18
2015-02,Mono,1.5
2015-03,Mono,0.28
2015-04,Mono,0.77
2015-05,Mono,2.97
2015-06,Mono,0.88
2015-07,Mono,1.66
2015-08,Mono,0.24
2015-09,Mono,0.29
2015-10,Mono,1.43
2015-11,Mono,1.85
2015-12,Mono,2.03
2016-01,Mono,2.71
2016-02,Mono,1.01
2016-03,Mono,1.88
2016-04,Mono,1.98
2016-05,Mono,1.25
2016-06,Mono,0.6
2016-07,Mono,0.21
2016-08,Mono,0.05
2016-09,Mono,0.28
2016-10,Mono,2.53
2016-11,Mono,0.46
2016-12,Mono,2.26
2017-01,Mono,10.09
2017-02,Mono,5.85
2017-03,Mono,1.64
2017-04,Mono,2.88
2017-05,Mono,0.94
2017-06,Mono,0.12
2017-07,Mono,0.19
2017-08,Mono,0.91
2017-09,Mono,0.91
2017-10,Mono,0.17
2017-11,Mono,2.59
2017-12,Mono,0.16
2018-01,Mono,1.06
2018-02,Mono,0.48
2018-03,Mono,4.66
2018-04,Mono,1.45
2018-05,Mono,1.24
2018-06,Mono,0.01
2018-07,Mono,1.61
2018-08,Mono,0.15
2018-09,Mono,0.09
2018-10,Mono,0.51
2018-11,Mono,2.07
2018-12,Mono,0.75
2019-01,Mono,3.19
2019-02,Mono,6.02
2019-03,Mono,2.98
2019-04,Mono,0.36
2019-05,Mono,2.24
2019-06,Mono,0.23
2019-07,Mono,0.57
2019-08,Mono,0.03
2019-09,Mono,0.21
2019-10,Mono,0.01
2019-11,Mono,1.13
2019-12,Mono,2.15
2020-01,Mono,0.48
2020-02,Mono,0.13
2020-03,Mono,1.81
2020-04,Mono,1.86
2020-05,Mono,0.35
2020-06,Mono,0.31
2020-07,Mono,0.21
2020-08,Mono,0.5
2020-09,Mono,0.1
2020-10,Mono,0.02
2020-11,Mono,0.91
2020-12,Mono,1.03
2021-01,Mono,2.42
2021-02,Mono,0.67
2021-03,Mono,0.92
2021-04,Mono,0.19
2021-05,Mono,0.46
2021-06,Mono,0.51
2021-07,Mono,1.36
2021-08,Mono,0.35
2021-09,Mono,0.06
2021-10,Mono,3.13
2013-01,Monterey,1.31
2013-02,Monterey,0.58
2013-03,Monterey,0.81
2013-04,Monterey,0.3
2013-05,Monterey,0.06
2013-06,Monterey,0.01
2013-07,Monterey,0.0
2013-08,Monterey,0.01
2013-09,Monterey,0.05
2013-10,Monterey,0.22
2013-11,Monterey,0.51
2013-12,Monterey,0.32
2014-01,Monterey,0.11
2014-02,Monterey,4.69
2014-03,Monterey,2.13
2014-04,Monterey,1.46
2014-05,Monterey,0.04
2014-06,Monterey,0.0
2014-07,Monterey,0.02
2014-08,Monterey,0.0
2014-09,Monterey,0.12
2014-10,Monterey,0.57
2014-11,Monterey,2.03
2014-12,Monterey,8.76
2015-01,Monterey,0.1
2015-02,Monterey,2.19
2015-03,Monterey,0.29
2015-04,Monterey,1.24
2015-05,Monterey,0.39
2015-06,Monterey,0.05
2015-07,Monterey,0.13
2015-08,Monterey,0.04
2015-09,Monterey,0.04
2015-10,Monterey,0.43
2015-11,Monterey,3.07
2015-12,Monterey,3.27
2016-01,Monterey,6.92
2016-02,Monterey,1.1
2016-03,Monterey,4.83
2016-04,Monterey,0.77
2016-05,Monterey,0.24
2016-06,Monterey,0.01
2016-07,Monterey,0.0
2016-08,Monterey,0.0
2016-09,Monterey,0.0
2016-10,Monterey,2.31
2016-11,Monterey,1.95
2016-12,Monterey,2.73
2017-01,Monterey,12.07
2017-02,Monterey,7.6
2017-03,Monterey,2.01
2017-04,Monterey,1.74
2017-05,Monterey,0.11
2017-06,Monterey,0.05
2017-07,Monterey,0.03
2017-08,Monterey,0.02
2017-09,Monterey,0.07
2017-10,Monterey,0.15
2017-11,Monterey,1.04
2017-12,Monterey,0.13
2018-01,Monterey,3.93
2018-02,Monterey,0.35
2018-03,Monterey,6.84
2018-04,Monterey,1.24
2018-05,Monterey,0.06
2018-06,Monterey,0.0
2018-07,Monterey,0.01
2018-08,Monterey,0.0
2018-09,Monterey,0.0
2018-10,Monterey,0.27
2018-11,Monterey,3.96
2018-12,Monterey,2.55
2019-01,Monterey,5.09
2019-02,Monterey,8.85
2019-03,Monterey,3.48
2019-04,Monterey,0.38
2019-05,Monterey,1.99
2019-06,Monterey,0.03
2019-07,Monterey,0.0
2019-08,Monterey,0.0
2019-09,Monterey,0.03
2019-10,Monterey,0.0
2019-11,Monterey,2.23
2019-12,Monterey,8.42
2020-01,Monterey,1.25
2020-02,Monterey,0.02
2020-03,Monterey,4.06
2020-04,Monterey,2.49
2020-05,Monterey,0.38
2020-06,Monterey,0.01
2020-07,Monterey,0.01
2020-08,Monterey,0.04
2020-09,Monterey,0.0
2020-10,Monterey,0.0
2020-11,Monterey,0.56
2020-12,Monterey,1.39
2021-01,Monterey,7.67
2021-02,Monterey,0.34
2021-03,Monterey,1.71
2021-04,Monterey,0.05
2021-05,Monterey,0.01
2021-06,Monterey,0.0
2021-07,Monterey,0.03
2021-08,Monterey,0.0
2021-09,Monterey,0.0
2021-10,Monterey,2.42
2013-01,Napa,0.98
2013-02,Napa,0.49
2013-03,Napa,1.33
2013-04,Napa,1.05
2013-05,Napa,0.19
2013-06,Napa,0.65
2013-07,Napa,0.0
2013-08,Napa,0.01
2013-09,Napa,0.6
2013-10,Napa,0.0
2013-11,Napa,0.91
2013-12,Napa,0.51
2014-01,Napa,0.13
2014-02,Napa,9.65
2014-03,Napa,3.44
2014-04,Napa,2.0
2014-05,Napa,0.01
2014-06,Napa,0.0
2014-07,Napa,0.0
2014-08,Napa,0.05
2014-09,Napa,0.5
2014-10,Napa,0.84
2014-11,Napa,2.57
2014-12,Napa,14.09
2015-01,Napa,0.06
2015-02,Napa,4.33
2015-03,Napa,0.19
2015-04,Napa,1.63
2015-05,Napa,0.15
2015-06,Napa,0.11
2015-07,Napa,0.06
2015-08,Napa,0.01
2015-09,Napa,0.28
2015-10,Napa,0.21
2015-11,Napa,1.68
2015-12,Napa,5.17
2016-01,Napa,9.59
2016-02,Napa,1.15
2016-03,Napa,9.62
2016-04,Napa,1.31
2016-05,Napa,0.36
2016-06,Napa,0.01
2016-07,Napa,0.0
2016-08,Napa,0.0
2016-09,Napa,0.0
2016-10,Napa,5.39
2016-11,Napa,2.74
2016-12,Napa,5.84
2017-01,Napa,17.81
2017-02,Napa,13.0
2017-03,Napa,3.64
2017-04,Napa,3.68
2017-05,Napa,0.03
2017-06,Napa,0.38
2017-07,Napa,0.0
2017-08,Napa,0.0
2017-09,Napa,0.04
2017-10,Napa,0.21
2017-11,Napa,4.4
2017-12,Napa,0.11
2018-01,Napa,5.5
2018-02,Napa,0.31
2018-03,Napa,7.12
2018-04,Napa,3.1
2018-05,Napa,0.15
2018-06,Napa,0.0
2018-07,Napa,0.01
2018-08,Napa,0.0
2018-09,Napa,0.04
2018-10,Napa,0.78
2018-11,Napa,4.43
2018-12,Napa,3.12
2019-01,Napa,8.69
2019-02,Napa,14.41
2019-03,Napa,6.18
2019-04,Napa,0.96
2019-05,Napa,3.48
2019-06,Napa,0.0
2019-07,Napa,0.01
2019-08,Napa,0.0
2019-09,Napa,0.07
2019-10,Napa,0.0
2019-11,Napa,1.03
2019-12,Napa,8.67
2020-01,Napa,2.71
2020-02,Napa,0.01
2020-03,Napa,1.5
2020-04,Napa,1.16
2020-05,Napa,1.39
2020-06,Napa,0.0
2020-07,Napa,0.0
2020-08,Napa,0.1
2020-09,Napa,0.0
2020-10,Napa,0.0
2020-11,Napa,1.29
2020-12,Napa,2.16
2021-01,Napa,4.3
2021-02,Napa,1.93
2021-03,Napa,2.19
2021-04,Napa,0.15
2021-05,Napa,0.01
2021-06,Napa,0.0
2021-07,Napa,0.0
2021-08,Napa,0.0
2021-09,Napa,0.09
2021-10,Napa,8.23
2013-01,Nevada,1.18
2013-02,Nevada,0.66
2013-03,Nevada,3.37
2013-04,Nevada,1.43
2013-05,Nevada,1.53
2013-06,Nevada,1.73
2013-07,Nevada,0.07
2013-08,Nevada,0.05
2013-09,Nevada,1.99
2013-10,Nevada,0.81
2013-11,Nevada,1.67
2013-12,Nevada,1.07
2014-01,Nevada,2.01
2014-02,Nevada,12.91
2014-03,Nevada,7.86
2014-04,Nevada,2.82
2014-05,Nevada,0.96
2014-06,Nevada,0.0
2014-07,Nevada,0.28
2014-08,Nevada,0.69
2014-09,Nevada,1.09
2014-10,Nevada,1.96
2014-11,Nevada,4.97
2014-12,Nevada,12.87
2015-01,Nevada,0.11
2015-02,Nevada,6.73
2015-03,Nevada,0.9
2015-04,Nevada,3.29
2015-05,Nevada,1.46
